id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SYNGR3_choSartG00000037945	6	5.5316e-08	2.7538e-07	9.9e-05	38	6	-2.5812	1.0	1.0	1.0	17948	0	0
PTPMT1_choSartG00000034026	6	5.5338e-08	2.7538e-07	9.9e-05	39	6	-3.5513	0.99998	0.99998	1.0	17542	0	0
VCP_choSartG00000071177	6	5.5787e-08	2.7538e-07	9.9e-05	40	5	-2.9942	0.99648	0.99645	1.0	16426	0	0
COX6C2_choSartG00000047122	6	5.6805e-08	2.7538e-07	9.9e-05	41	6	-3.3252	1.0	1.0	1.0	17947	0	0
PGS1_choSartG00000041912	6	5.7006e-08	2.7538e-07	9.9e-05	42	6	-2.2929	1.0	1.0	1.0	17946	0	0
BUB3_choSartG00000011610	6	5.7959e-08	2.7538e-07	9.9e-05	43	6	-3.3804	1.0	1.0	1.0	17776	0	0
RPS8_choSartG00000002198	6	5.8067e-08	2.7538e-07	9.9e-05	44	5	-3.4121	0.99732	0.99731	1.0	16513	0	0
CgPICR_020489_choSartG00000070227	6	5.8532e-08	2.7538e-07	9.9e-05	45	6	-3.1398	1.0	1.0	1.0	17945	0	0
MRPS16_choSartG00000066151	6	6.0462e-08	2.7538e-07	9.9e-05	46	6	-3.078	1.0	1.0	1.0	17944	0	0
PSMB1_choSartG00000005439	6	6.4091e-08	2.7538e-07	9.9e-05	47	6	-3.2695	1.0	1.0	1.0	17943	0	0
RPL3_choSartG00000007122	6	6.549e-08	2.7538e-07	9.9e-05	48	6	-2.7792	1.0	1.0	1.0	17942	0	0
RPL11_choSartG00000001112	6	7.22e-08	2.7538e-07	9.9e-05	49	6	-3.2552	1.0	1.0	1.0	17941	0	0
CgPICR_022880_choSartG00000056349	6	8.0912e-08	5.5076e-07	0.00019	50	6	-2.9344	1.0	1.0	1.0	17940	0	0
KIF11_choSartG00000067629	6	8.0912e-08	5.5076e-07	0.00019	51	6	-2.9344	1.0	1.0	1.0	17939	0	0
HOXB9_choSartG00000069673	6	8.5944e-08	8.2614e-07	0.000203	52	6	-3.3452	0.99995	0.99995	1.0	17405	0	0
HOXB9_choSartG00000067540	6	8.5944e-08	8.2614e-07	0.000203	53	6	-3.3452	0.99995	0.99995	1.0	17406	0	0
HOXB9_choSartG00000065934	6	8.5944e-08	8.2614e-07	0.000203	54	6	-3.3452	0.99995	0.99995	1.0	17407	0	0
PSMD2_choSartG00000019264	6	9.1001e-08	8.2614e-07	0.000203	55	6	-2.8205	1.0	1.0	1.0	17938	0	0
EFTUD2_choSartG00000041121	6	9.1671e-08	8.2614e-07	0.000203	56	6	-2.9977	1.0	1.0	1.0	17937	0	0
SLC25A5_choSartG00000048373	6	9.2011e-08	8.2614e-07	0.000203	57	5	-3.4076	0.52893	0.6895	1.0	10881	1	0.83357
NA_choSartG00000014876	4	9.2289e-08	2.7538e-07	9.9e-05	58	4	-3.8492	1.0	1.0	1.0	17936	0	0
RPL8_choSartG00000006896	6	1.0019e-07	8.2614e-07	0.000203	59	6	-2.4853	0.99993	0.99993	1.0	17374	0	0
POLR2I_choSartG00000065863	6	1.011e-07	8.2614e-07	0.000203	60	6	-2.6919	1.0	1.0	1.0	17935	0	0
CHMP2A_choSartG00000046637	6	1.0306e-07	8.2614e-07	0.000203	61	6	-2.5063	1.0	1.0	1.0	17934	0	0
SRP19_choSartG00000004606	6	1.0339e-07	8.2614e-07	0.000203	62	6	-3.6029	1.0	1.0	1.0	17933	0	0
RPL19_choSartG00000040903	6	1.0472e-07	8.2614e-07	0.000203	63	6	-2.4348	1.0	1.0	1.0	17932	0	0
COPB2_choSartG00000023957	6	1.178e-07	8.2614e-07	0.000203	64	6	-2.6201	1.0	1.0	1.0	17928	0	0
NA_choSartG00000016463	6	1.1835e-07	8.2614e-07	0.000203	65	6	-3.683	1.0	1.0	1.0	17927	0	0
RPS9_choSartG00000070004	6	1.191e-07	8.2614e-07	0.000203	66	6	-2.0859	1.0	1.0	1.0	17926	0	0
NA_choSartG00000013459	6	1.2078e-07	8.2614e-07	0.000203	67	6	-3.7109	1.0	1.0	1.0	17925	0	0
SMARCA4_choSartG00000072204	6	1.2392e-07	8.2614e-07	0.000203	68	6	-1.9974	1.0	1.0	1.0	17924	0	0
PSMD12_choSartG00000041402	6	1.2576e-07	8.2614e-07	0.000203	69	6	-2.5206	1.0	1.0	1.0	17923	0	0
RPS5_choSartG00000046625	6	1.267e-07	8.2614e-07	0.000203	70	5	-3.4689	0.99661	0.99657	1.0	16442	0	0
RPL30_choSartG00000047167	6	1.294e-07	8.2614e-07	0.000203	71	6	-3.3064	1.0	1.0	1.0	17922	0	0
ACACB_choSartG00000040255	6	1.3591e-07	8.2614e-07	0.000203	72	6	-2.8099	1.0	1.0	1.0	17921	0	0
CCNK_choSartG00000030582	6	1.3601e-07	8.2614e-07	0.000203	73	6	-2.6078	1.0	1.0	1.0	17920	0	0
NA_choSartG00000042246	6	1.4388e-07	1.1015e-06	0.000264	74	6	-3.0473	1.0	1.0	1.0	17919	0	0
USP7_choSartG00000037580	6	1.4421e-07	1.1015e-06	0.000264	75	6	-2.823	1.0	1.0	1.0	17918	0	0
CgPICR_012306_choSartG00000020585	6	1.4487e-07	1.3769e-06	0.000288	76	6	-1.8433	1.0	1.0	1.0	17917	0	0
CRNKL1_choSartG00000032428	6	1.4607e-07	1.3769e-06	0.000288	77	6	-2.7229	1.0	1.0	1.0	17916	0	0
CLTC_choSartG00000040359	6	1.4641e-07	1.3769e-06	0.000288	78	6	-2.9557	1.0	1.0	1.0	17915	0	0
NA_choSartG00000025282	6	1.5009e-07	1.3769e-06	0.000288	79	6	-2.3114	1.0	1.0	1.0	17914	0	0
SLC7A5P1_choSartG00000066699	6	1.5321e-07	1.3769e-06	0.000288	80	6	-2.9101	1.0	1.0	1.0	17775	0	0
NA_choSartG00000054804	6	1.5373e-07	1.3769e-06	0.000288	81	6	-3.8527	1.0	1.0	1.0	17913	0	0
HIST2H2AB_choSartG00000022601	6	1.5713e-07	1.3769e-06	0.000288	82	6	-2.6338	0.99999	0.99999	1.0	17661	0	0
SUMO2_choSartG00000041692	6	1.5898e-07	1.3769e-06	0.000288	83	6	-3.6086	1.0	1.0	1.0	17912	0	0
NA_choSartG00000054658	6	1.5924e-07	1.3769e-06	0.000288	84	6	-3.1509	1.0	1.0	1.0	17892	0	0
RPL37A-PS1_choSartG00000008619	6	1.6268e-07	1.3769e-06	0.000288	85	6	-3.2266	1.0	1.0	1.0	17911	0	0
CgPICR_003239_choSartG00000002740	6	1.6499e-07	1.3769e-06	0.000288	86	6	-2.5407	1.0	1.0	1.0	17910	0	0
NVL_choSartG00000025385	6	1.7207e-07	1.6523e-06	0.000333	87	6	-2.351	1.0	1.0	1.0	17909	0	0
RNPC3_choSartG00000051538	6	1.7321e-07	1.9277e-06	0.000333	88	6	-3.4643	1.0	1.0	1.0	17908	0	0
CgPICR_010749_choSartG00000060367	6	1.8058e-07	1.9277e-06	0.000333	89	6	-3.1709	1.0	1.0	1.0	17907	0	0
EMG1_choSartG00000043062	6	1.851e-07	1.9277e-06	0.000333	90	6	-2.5117	1.0	1.0	1.0	17906	0	0
MCM3AP_choSartG00000057535	6	1.9812e-07	1.9277e-06	0.000333	91	6	-2.6394	0.99996	0.99996	1.0	17463	0	0
MCM2_choSartG00000043975	6	2.0122e-07	1.9277e-06	0.000333	92	5	-3.1584	0.87306	0.88547	1.0	13742	1	0.45616
MRPS30_choSartG00000006046	6	2.1152e-07	1.9277e-06	0.000333	93	6	-2.4279	1.0	1.0	1.0	17905	0	0
NOA1_choSartG00000061119	6	2.1182e-07	1.9277e-06	0.000333	94	6	-2.1712	1.0	1.0	1.0	17904	0	0
HEATR3_choSartG00000014568	6	2.2698e-07	1.9277e-06	0.000333	95	6	-2.373	1.0	1.0	1.0	17903	0	0
TUBG2_choSartG00000039745	6	2.3196e-07	1.9277e-06	0.000333	96	6	-3.0273	1.0	1.0	1.0	17902	0	0
RPS15A_choSartG00000012108	6	2.3407e-07	1.9277e-06	0.000333	97	6	-2.9295	1.0	1.0	1.0	17901	0	0
BIRC5_choSartG00000041898	6	2.4693e-07	1.9277e-06	0.000333	98	6	-2.5486	1.0	1.0	1.0	17900	0	0
RUVBL2_choSartG00000036394	6	2.516e-07	1.9277e-06	0.000333	99	6	-2.6325	0.99955	0.99956	1.0	17006	0	0
CgPICR_023587_choSartG00000006711	6	2.5262e-07	1.9277e-06	0.000333	100	6	-2.8047	1.0	1.0	1.0	17887	0	0
UFC1_choSartG00000025747	6	2.5471e-07	1.9277e-06	0.000333	101	6	-2.1689	1.0	1.0	1.0	17899	0	0
CYB5B_choSartG00000015129	6	2.7949e-07	1.9277e-06	0.000333	102	6	-2.5097	1.0	1.0	1.0	17898	0	0
MRPL20_choSartG00000000046	6	2.803e-07	1.9277e-06	0.000333	103	5	-3.6409	0.99631	0.99628	1.0	16402	0	0
RRM1_choSartG00000012681	6	2.8987e-07	1.9277e-06	0.000333	104	6	-3.0153	1.0	1.0	1.0	17897	0	0
INTS7_choSartG00000025077	6	2.9459e-07	2.203e-06	0.000377	105	6	-2.0949	1.0	1.0	1.0	17896	0	0
CHD4_choSartG00000043012	6	3.0198e-07	2.4784e-06	0.000378	106	6	-2.6252	1.0	1.0	1.0	17895	0	0
NA_choSartG00000065046	6	3.0866e-07	2.4784e-06	0.000378	107	6	-3.2549	0.99993	0.99993	1.0	17367	0	0
RPS24_choSartG00000062227	6	3.201e-07	2.4784e-06	0.000378	108	6	-2.7531	0.99998	0.99998	1.0	17554	0	0
RPL18_choSartG00000036422	6	3.2968e-07	2.4784e-06	0.000378	109	6	-2.8623	0.99957	0.99958	1.0	17012	0	0
NAE1_choSartG00000014956	6	3.4288e-07	2.4784e-06	0.000378	110	6	-2.7283	1.0	1.0	1.0	17894	0	0
PSMB3_choSartG00000040875	6	3.566e-07	2.4784e-06	0.000378	111	6	-2.7591	1.0	1.0	1.0	17793	0	0
RPL34_choSartG00000051211	6	3.5885e-07	2.4784e-06	0.000378	112	5	-3.2782	0.4398	0.62951	1.0	10132	1	0.91997
KDSR_choSartG00000027199	6	3.5913e-07	2.4784e-06	0.000378	113	6	-2.4596	1.0	1.0	1.0	17893	0	0
ANAPC10_choSartG00000014212	6	3.9305e-07	2.4784e-06	0.000378	114	6	-3.2797	1.0	1.0	1.0	17891	0	0
NA_choSartG00000024955	6	3.9579e-07	2.4784e-06	0.000378	115	6	-3.4539	1.0	1.0	1.0	17857	0	0
DHX30_choSartG00000024407	6	3.983e-07	2.4784e-06	0.000378	116	6	-2.4578	1.0	1.0	1.0	17734	0	0
RPL27A_choSartG00000012350	6	4.0631e-07	2.4784e-06	0.000378	117	6	-2.7951	1.0	1.0	1.0	17890	0	0
TBCC_choSartG00000057116	6	4.123e-07	2.4784e-06	0.000378	118	6	-2.4674	1.0	1.0	1.0	17889	0	0
CgPICR_012455_choSartG00000035478	6	4.2342e-07	3.0292e-06	0.000458	119	6	-2.921	0.99999	1.0	1.0	17707	0	0
KIAA0100_choSartG00000039981	6	4.5117e-07	4.1307e-06	0.000523	120	6	-2.5866	1.0	1.0	1.0	17888	0	0
RALGDS_choSartG00000014461	6	4.562e-07	4.1307e-06	0.000523	121	6	-3.1477	1.0	1.0	1.0	17878	0	0
TUFM_choSartG00000043999	6	4.5894e-07	4.1307e-06	0.000523	122	6	-2.4368	0.99976	0.99976	1.0	17141	0	0
SEH1L_choSartG00000003728	6	4.6229e-07	4.1307e-06	0.000523	123	6	-2.8516	1.0	1.0	1.0	17886	0	0
RPL23A_choSartG00000039557	6	4.6373e-07	4.1307e-06	0.000523	124	6	-2.5014	1.0	1.0	1.0	17885	0	0
MRPL41_choSartG00000035268	6	4.661e-07	4.1307e-06	0.000523	125	6	-2.851	0.99972	0.99971	1.0	17109	0	0
AP1M1_choSartG00000056629	6	4.8102e-07	4.1307e-06	0.000523	126	6	-1.9546	1.0	1.0	1.0	17884	0	0
CgPICR_018294_choSartG00000043588	6	4.9214e-07	4.1307e-06	0.000523	127	6	-2.9713	1.0	1.0	1.0	17883	0	0
COQ4_choSartG00000035615	6	5.0626e-07	4.4061e-06	0.000523	128	6	-2.3846	1.0	1.0	1.0	17882	0	0
GLRX5_choSartG00000030701	6	5.0681e-07	4.4061e-06	0.000523	129	6	-2.9153	0.99999	0.99999	1.0	17666	0	0
EIF2B1_choSartG00000021010	6	5.0719e-07	4.4061e-06	0.000523	130	6	-2.7717	1.0	1.0	1.0	17881	0	0
SNU13_choSartG00000007226	6	5.2263e-07	4.6814e-06	0.000523	131	6	-2.3297	1.0	1.0	1.0	17880	0	0
HMGB1_choSartG00000066310	6	5.261e-07	4.6814e-06	0.000523	132	6	-3.005	0.99999	0.99999	1.0	17621	0	0
HMGB1_choSartG00000064735	6	5.261e-07	4.6814e-06	0.000523	133	6	-3.005	0.99999	0.99999	1.0	17622	0	0
HMGB1_choSartG00000064730	6	5.261e-07	4.6814e-06	0.000523	134	6	-3.005	0.99999	0.99999	1.0	17623	0	0
VPS28_choSartG00000006871	6	5.2679e-07	4.6814e-06	0.000523	135	6	-2.0041	1.0	1.0	1.0	17879	0	0
STRAP_choSartG00000042594	6	5.3065e-07	4.6814e-06	0.000523	136	6	-2.639	1.0	1.0	1.0	17877	0	0
PCF11_choSartG00000012998	6	5.3519e-07	4.6814e-06	0.000523	137	6	-2.7988	1.0	1.0	1.0	17876	0	0
CYCS_choSartG00000045071	6	5.3533e-07	4.6814e-06	0.000523	138	5	-3.4346	0.99537	0.99536	1.0	16324	0	0
CDC45_choSartG00000019406	6	5.3976e-07	4.6814e-06	0.000523	139	6	-2.4157	1.0	1.0	1.0	17875	0	0
DBR1_choSartG00000024012	6	5.4009e-07	4.6814e-06	0.000523	140	6	-2.9086	1.0	1.0	1.0	17874	0	0
CLUH_choSartG00000039624	6	5.4767e-07	4.6814e-06	0.000523	141	6	-2.0806	1.0	1.0	1.0	17873	0	0
WRB_choSartG00000017705	6	5.55e-07	4.6814e-06	0.000523	142	6	-2.153	1.0	1.0	1.0	17872	0	0
RABGGTB_choSartG00000068663	6	5.5601e-07	4.6814e-06	0.000523	143	6	-2.8083	1.0	1.0	1.0	17871	0	0
VARS_choSartG00000070314	6	5.5837e-07	4.6814e-06	0.000523	144	6	-2.4007	1.0	1.0	1.0	17870	0	0
EIF3C_choSartG00000011873	6	5.6787e-07	4.6814e-06	0.000523	145	6	-2.2581	1.0	1.0	1.0	17869	0	0
UBL4A_choSartG00000062888	6	5.8412e-07	4.6814e-06	0.000523	146	6	-2.0994	1.0	1.0	1.0	17868	0	0
LSM3_choSartG00000043899	6	5.8657e-07	4.6814e-06	0.000523	147	6	-2.5863	1.0	1.0	1.0	17867	0	0
NA_choSartG00000001816	6	5.9115e-07	4.6814e-06	0.000523	148	6	-2.9681	1.0	1.0	1.0	17866	0	0
ARCN1_choSartG00000022642	6	5.9143e-07	4.6814e-06	0.000523	149	6	-3.3051	1.0	1.0	1.0	17822	0	0
EIF3F_choSartG00000015150	6	5.9434e-07	4.6814e-06	0.000523	150	6	-2.2117	1.0	1.0	1.0	17865	0	0
NA_choSartG00000066241	6	5.9682e-07	4.6814e-06	0.000523	151	6	-4.0166	0.99981	0.9998	1.0	17177	0	0
CgPICR_022880_choSartG00000009861	6	6.1487e-07	4.6814e-06	0.000523	152	6	-2.3043	1.0	1.0	1.0	17864	0	0
GAN_choSartG00000066524	6	6.3074e-07	4.6814e-06	0.000523	153	6	-1.9097	1.0	1.0	1.0	17863	0	0
NARS_choSartG00000012932	6	6.3523e-07	4.6814e-06	0.000523	154	6	-2.0638	1.0	1.0	1.0	17862	0	0
WBP11_choSartG00000042621	6	6.3786e-07	4.6814e-06	0.000523	155	6	-2.3259	1.0	1.0	1.0	17861	0	0
CCT3_choSartG00000052551	6	6.3823e-07	4.6814e-06	0.000523	156	6	-2.2883	1.0	1.0	1.0	17860	0	0
CDC42EP2_choSartG00000010838	6	6.4428e-07	4.6814e-06	0.000523	157	6	-2.3425	1.0	1.0	1.0	17859	0	0
CgPICR_022880_choSartG00000067626	6	6.4733e-07	4.6814e-06	0.000523	158	6	-2.4463	1.0	1.0	1.0	17858	0	0
RPS3_choSartG00000012832	6	6.4923e-07	4.6814e-06	0.000523	159	6	-3.111	1.0	1.0	1.0	17760	0	0
PSMC4_choSartG00000067289	6	6.6311e-07	4.9568e-06	0.000534	160	6	-2.7164	1.0	1.0	1.0	17856	0	0
SPTLC2_choSartG00000028847	6	6.7865e-07	5.2322e-06	0.000534	161	6	-2.6049	1.0	1.0	1.0	17721	0	0
SLU7_choSartG00000038306	6	6.9363e-07	5.2322e-06	0.000534	162	6	-2.263	1.0	1.0	1.0	17855	0	0
MYBBP1A_choSartG00000039519	6	7.0011e-07	5.2322e-06	0.000534	163	6	-2.6664	1.0	1.0	1.0	17854	0	0
NDC80_choSartG00000009763	6	7.2082e-07	5.2322e-06	0.000534	164	5	-3.7327	0.97095	0.97107	1.0	15367	0	0
CgPICR_003711_choSartG00000039249	6	7.2112e-07	5.2322e-06	0.000534	165	6	-2.3703	1.0	1.0	1.0	17853	0	0
DUT_choSartG00000072277	6	7.4394e-07	5.2322e-06	0.000534	166	6	-2.8646	1.0	1.0	1.0	17852	0	0
MRPS11_choSartG00000013366	6	7.5604e-07	5.2322e-06	0.000534	167	6	-2.4053	0.99999	1.0	1.0	17703	0	0
LUC7L3_choSartG00000040589	6	7.6385e-07	5.2322e-06	0.000534	168	6	-2.2825	1.0	1.0	1.0	17851	0	0
DPAGT1_choSartG00000022600	6	7.722e-07	5.2322e-06	0.000534	169	6	-3.0427	1.0	1.0	1.0	17850	0	0
NA_choSartG00000027153	6	7.7874e-07	5.2322e-06	0.000534	170	6	-3.6195	1.0	1.0	1.0	17831	0	0
NA_choSartG00000017405	6	7.7874e-07	5.2322e-06	0.000534	171	6	-3.6195	1.0	1.0	1.0	17832	0	0
NA_choSartG00000015052	6	8.0089e-07	5.2322e-06	0.000534	172	6	-2.4329	1.0	1.0	1.0	17849	0	0
SARS2_choSartG00000045899	6	8.1188e-07	5.2322e-06	0.000534	173	6	-2.3587	1.0	1.0	1.0	17848	0	0
DOHH_choSartG00000028505	6	8.1788e-07	5.2322e-06	0.000534	174	6	-2.2314	1.0	1.0	1.0	17847	0	0
POP5_choSartG00000020546	6	8.4512e-07	5.783e-06	0.000571	175	6	-2.1298	1.0	1.0	1.0	17846	0	0
RPL35A_choSartG00000018867	6	8.4607e-07	5.783e-06	0.000571	176	6	-2.8081	1.0	1.0	1.0	17845	0	0
NCAPG2_choSartG00000027795	6	8.4743e-07	5.783e-06	0.000571	177	6	-2.8023	0.99964	0.99964	1.0	17045	0	0
CgPICR_018427_choSartG00000049724	6	8.5516e-07	5.783e-06	0.000571	178	6	-2.5558	1.0	1.0	1.0	17844	0	0
NA_choSartG00000071688	6	8.624e-07	5.783e-06	0.000571	179	6	-3.1506	1.0	1.0	1.0	17843	0	0
YWHAE_choSartG00000039834	6	8.8145e-07	6.0583e-06	0.000595	180	6	-2.6843	1.0	1.0	1.0	17842	0	0
DHX37_choSartG00000021062	6	8.9398e-07	6.3337e-06	0.000609	181	5	-2.8755	0.96728	0.96738	1.0	15283	0	0
ABCE1_choSartG00000014211	6	8.958e-07	6.3337e-06	0.000609	182	4	-3.8568	0.95486	0.95486	1.0	14998	0	0
U2SURP_choSartG00000023866	6	8.9634e-07	6.3337e-06	0.000609	183	6	-2.1334	1.0	1.0	1.0	17841	0	0
EIF3F_choSartG00000012368	6	9.0035e-07	6.3337e-06	0.000609	184	6	-2.9539	1.0	1.0	1.0	17840	0	0
DNM2_choSartG00000072188	6	9.0538e-07	6.8845e-06	0.000648	185	6	-2.8543	0.99952	0.99953	1.0	16995	0	0
GINS2_choSartG00000066627	6	9.1279e-07	6.8845e-06	0.000648	186	6	-2.6278	0.99987	0.99987	1.0	17260	0	0
NUF2_choSartG00000025862	6	9.3917e-07	6.8845e-06	0.000648	187	6	-2.7954	1.0	1.0	1.0	17839	0	0
CgPICR_008445_choSartG00000060868	6	9.4647e-07	6.8845e-06	0.000648	188	6	-2.7916	1.0	1.0	1.0	17838	0	0
ATP5F1_choSartG00000051711	6	9.5592e-07	7.1599e-06	0.00067	189	6	-2.7436	1.0	1.0	1.0	17837	0	0
PSMB4_choSartG00000052213	6	9.6315e-07	7.4352e-06	0.000678	190	6	-3.1053	0.99991	0.99991	1.0	17314	0	0
PHB2_choSartG00000043059	6	9.7908e-07	7.4352e-06	0.000678	191	6	-3.1151	0.99995	0.99995	1.0	17397	0	0
DCAF13_choSartG00000046935	6	9.9018e-07	7.4352e-06	0.000678	192	6	-1.9689	1.0	1.0	1.0	17836	0	0
PSMD11_choSartG00000040113	6	9.9073e-07	7.4352e-06	0.000678	193	6	-3.0168	1.0	1.0	1.0	17835	0	0
NUP98_choSartG00000012688	6	9.9836e-07	7.4352e-06	0.000678	194	6	-2.813	1.0	1.0	1.0	17834	0	0
EIF1AD_choSartG00000010909	6	1.0238e-06	7.986e-06	0.000725	195	6	-2.2728	1.0	1.0	1.0	17833	0	0
NA_choSartG00000049865	6	1.0699e-06	8.5368e-06	0.000767	196	6	-2.7785	1.0	1.0	1.0	17830	0	0
MCM6_choSartG00000026904	6	1.0838e-06	8.5368e-06	0.000767	197	6	-2.7527	1.0	1.0	1.0	17829	0	0
NA_choSartG00000063471	6	1.1766e-06	9.0875e-06	0.000801	198	6	-2.6053	1.0	1.0	1.0	17828	0	0
CgPICR_009559_choSartG00000010998	6	1.2167e-06	9.0875e-06	0.000801	199	6	-2.8722	1.0	1.0	1.0	17827	0	0
CPSF3L_choSartG00000000037	6	1.2447e-06	9.0875e-06	0.000801	200	6	-1.8735	1.0	1.0	1.0	17826	0	0
NA_choSartG00000064250	6	1.2532e-06	9.0875e-06	0.000801	201	6	-2.2272	1.0	1.0	1.0	17825	0	0
PPP2R4_choSartG00000035667	6	1.2826e-06	9.6383e-06	0.000841	202	6	-3.2872	1.0	1.0	1.0	17824	0	0
MFSD7_choSartG00000025107	6	1.2866e-06	9.6383e-06	0.000841	203	6	-2.0247	1.0	1.0	1.0	17823	0	0
SMAD1_choSartG00000065968	6	1.3347e-06	1.0189e-05	0.000881	204	6	-2.5276	1.0	1.0	1.0	17821	0	0
PHB_choSartG00000040706	6	1.3389e-06	1.0189e-05	0.000881	205	6	-3.0185	1.0	1.0	1.0	17820	0	0
