id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FARP2_choSartG00000009374	6	0.99113	0.99114	0.999988	17543	0	0	0.00096367	0.0028334	0.774023	60	3	1.1738
WTIP_choSartG00000045760	6	0.90219	0.90213	0.999988	14843	0	0	0.00098296	0.002878	0.774023	61	3	1.2067
UBE2O_choSartG00000041777	6	0.72976	0.74053	0.999988	11151	1	-0.65251	0.00098852	0.0028984	0.774023	62	3	1.3055
CgPICR_004052_choSartG00000051430	6	0.99277	0.99279	0.999988	17622	0	0	0.00098925	0.0029	0.774023	63	2	1.6379
SLC25A24_choSartG00000051570	6	0.99905	0.99905	0.999988	17915	0	0	0.00099061	0.0029033	0.774023	64	3	1.2355
XPNPEP1_choSartG00000048218	6	0.54915	0.63182	0.999988	9039	1	-0.97261	0.00099549	0.0029193	0.774023	65	3	1.1971
ANK1_choSartG00000059272	6	0.81848	0.81848	0.999988	12831	0	0	0.00099797	0.0029259	0.774023	66	3	1.5294
WDR89_choSartG00000008813	6	0.98335	0.9833	0.999988	17242	0	0	0.0010023	0.0029358	0.774023	67	2	1.6052
CgPICR_010567_choSartG00000038022	6	0.98007	0.98	0.999988	17136	0	0	0.0010128	0.0029639	0.774023	68	2	1.9997
NA_choSartG00000050470	6	0.69827	0.71791	0.999988	10661	1	-0.69687	0.0010351	0.0030267	0.774023	69	3	1.1475
PRRT3_choSartG00000043514	6	0.99519	0.99519	0.999988	17732	0	0	0.0010503	0.0030647	0.774023	70	3	1.1924
NA_choSartG00000005613	6	0.31186	0.45304	0.999988	6263	1	-1.5258	0.0010675	0.0031033	0.774023	71	1	2.7256
NA_choSartG00000060568	6	0.92227	0.92214	0.999988	15403	0	0	0.0010849	0.0031594	0.774023	72	3	1.5263
TRIP6_choSartG00000019117	6	0.88932	0.88923	0.999988	14512	0	0	0.0011047	0.0032068	0.774023	73	3	1.4358
RCN3_choSartG00000036342	4	0.21162	0.3218	0.999988	5071	2	-0.77214	0.0011131	0.0027888	0.774023	74	1	2.4181
INTS10_choSartG00000056548	6	0.57919	0.6469	0.999988	9314	1	-0.91407	0.001122	0.0032503	0.774023	75	3	1.1958
ATPAF1_choSartG00000002286	6	0.96152	0.96158	0.999988	16544	0	0	0.0011222	0.0032514	0.774023	76	1	2.699
NA_choSartG00000067844	6	0.78698	0.78804	0.999988	12154	1	-0.5435	0.0011543	0.0033324	0.774023	77	2	1.5323
SET_choSartG00000035633	6	0.3309	0.4718	0.999988	6534	2	-0.92393	0.0011769	0.0033952	0.774023	78	1	2.5172
PPP2R5C_choSartG00000012423	6	0.24163	0.38479	0.999988	5395	1	-1.7734	0.0012316	0.0035273	0.774023	79	1	2.6171
CTNND1_choSartG00000034353	6	0.92308	0.92298	0.999988	15420	0	0	0.0012805	0.0036678	0.774023	80	3	1.1529
WDFY1_choSartG00000008850	6	0.95312	0.95305	0.999988	16278	0	0	0.0012863	0.0036799	0.774023	81	1	2.6342
MORC4_choSartG00000048591	6	0.99997	0.99997	0.999988	17976	0	0	0.0012868	0.0036804	0.774023	82	2	1.8012
SMYD2_choSartG00000025149	6	0.69423	0.71506	0.999988	10604	1	-0.70207	0.0013137	0.0037498	0.774023	83	3	1.2811
Non_targeting_Group_67	18	0.71196	0.88201	0.999988	10870	1	-1.4449	0.0013165	0.0056136	0.774023	84	4	1.4828
NA_choSartG00000000576	6	0.99924	0.99926	0.999988	17930	0	0	0.0013389	0.0038258	0.774023	85	3	1.1197
PLXNA1_choSartG00000055164	6	0.11352	0.23514	0.999988	3783	3	-0.64547	0.001341	0.0038303	0.774023	86	1	2.564
DIP2B_choSartG00000007831	6	0.35885	0.49943	0.999988	6926	2	-0.67524	0.0013687	0.003898	0.774023	87	3	1.1593
Non_targeting_Group_48	18	0.97729	0.98431	0.999988	17049	1	-0.66706	0.001379	0.0058714	0.774023	88	5	1.2582
EPB42_choSartG00000033278	6	0.4673	0.59452	0.999988	8417	1	-1.1291	0.0013825	0.0039299	0.774023	89	3	1.1771
VWA9_choSartG00000023227	6	0.030994	0.091065	0.675643	2415	4	-0.78355	0.0013957	0.0039701	0.774023	90	1	2.5008
SAMD7_choSartG00000053539	6	0.55435	0.63437	0.999988	9092	1	-0.96164	0.0014016	0.0039845	0.774023	91	3	1.2154
NA_choSartG00000050176	6	0.83045	0.83052	0.999988	13111	0	0	0.0014034	0.0039916	0.774023	92	3	1.1705
VASH2_choSartG00000025113	6	0.92653	0.92642	0.999988	15527	0	0	0.0014504	0.0041266	0.774023	93	2	1.9809
CIDEA_choSartG00000003744	6	0.69682	0.71687	0.999988	10644	1	-0.69949	0.0015051	0.0042736	0.774023	94	2	1.7767
CgPICR_018238_choSartG00000049132	6	0.94465	0.94447	0.999988	16029	0	0	0.0015349	0.0043535	0.774023	95	2	1.5581
NA_choSartG00000007431	6	0.91945	0.91927	0.999988	15314	0	0	0.0015598	0.0044284	0.774023	96	1	2.442
TNFSF8_choSartG00000070684	6	0.41381	0.55445	0.999988	7758	2	-0.75011	0.0015892	0.0045044	0.774023	97	2	1.5513
CgPICR_021213_choSartG00000046285	6	0.99182	0.99184	0.999988	17570	0	0	0.0016145	0.0045694	0.774023	98	2	1.7819
SCN7A_choSartG00000034865	6	0.8707	0.87067	0.999988	14046	0	0	0.0016383	0.0046421	0.774023	99	3	1.1219
TNX-INT_TNX-INT	20	0.50443	0.77652	0.999988	8669	3	-1.267	0.001668	0.0071381	0.774023	100	5	1.2142
NALCN_choSartG00000064132	6	0.86271	0.8626	0.999988	13859	0	0	0.0017047	0.0048183	0.774023	101	3	1.0931
RAB5C_choSartG00000039716	6	0.25294	0.39574	0.999988	5520	2	-0.77891	0.0017239	0.0048646	0.774023	102	1	2.3997
PRSS2_choSartG00000055810	6	0.41667	0.55737	0.999988	7819	1	-1.2447	0.0017291	0.0048767	0.774023	103	2	1.7865
CgPICR_010702_choSartG00000046849	6	0.15305	0.29905	0.999988	4513	1	-2.2061	0.0017305	0.00488	0.774023	104	3	1.089
DGKD_choSartG00000050098	6	0.62193	0.67015	0.999988	9753	1	-0.83517	0.0017365	0.0048976	0.774023	105	3	1.1057
SPATA31A6_choSartG00000017189	6	0.77382	0.77622	0.999988	11895	1	-0.56647	0.0017607	0.0049593	0.774023	106	2	1.6911
RHOJ_choSartG00000029303	6	0.24808	0.39096	0.999988	5472	1	-1.7506	0.0017786	0.0050127	0.774023	107	1	2.3949
PRSS40_choSartG00000034394	6	0.91457	0.91436	0.999988	15186	0	0	0.0017849	0.0050359	0.774023	108	3	1.11
CgPICR_004472_choSartG00000060322	6	0.8229	0.82296	0.999988	12937	0	0	0.0018218	0.0051433	0.774023	109	3	1.1012
BECN1_choSartG00000039764	6	0.02255	0.068705	0.570819	2152	3	-1.1212	0.0018333	0.0051758	0.774023	110	1	2.3856
TPT1_choSartG00000016959	6	0.93872	0.93856	0.999988	15870	0	0	0.0018456	0.0052116	0.774023	111	3	1.1088
STMN2_choSartG00000003144	6	0.52329	0.61939	0.999988	8817	1	-1.0207	0.001854	0.005233	0.774023	112	2	1.4872
COX7A1_choSartG00000065870	6	0.98398	0.98396	0.999988	17266	0	0	0.0018571	0.0052424	0.774023	113	3	1.2447
Non_targeting_Group_16	18	0.96443	0.98083	0.999988	16637	1	-0.75187	0.0018878	0.0077858	0.776845	114	2	1.917
IGFBP2_choSartG00000008624	6	0.15235	0.29794	0.999988	4497	3	-0.55819	0.001888	0.0053212	0.774023	115	1	2.3801
STMN1_choSartG00000001233	6	0.90054	0.90048	0.999988	14804	0	0	0.0019195	0.0054115	0.774023	116	2	1.8086
CACNA1A_choSartG00000026293	6	0.80211	0.8023	0.999988	12463	1	-0.51302	0.0019451	0.0054836	0.774023	117	3	1.1033
HNF1A_choSartG00000020520	6	0.44558	0.58537	0.999988	8266	1	-1.1734	0.0019667	0.0055508	0.774023	118	3	1.1188
ICA_choSartG00000024114	6	0.96183	0.96189	0.999988	16561	0	0	0.0019699	0.0055596	0.774023	119	3	1.2448
NA_choSartG00000056885	6	0.96123	0.96126	0.999988	16535	0	0	0.001984	0.005596	0.774023	120	3	1.0833
RNF2_choSartG00000048828	6	0.97774	0.97771	0.999988	17061	0	0	0.0019892	0.0056114	0.774023	121	3	1.4549
PRX_choSartG00000067322	6	0.97567	0.97566	0.999988	17000	0	0	0.0019917	0.0056186	0.774023	122	3	1.3487
NA_choSartG00000071138	6	0.76704	0.77045	0.999988	11761	1	-0.5794	0.0019973	0.0056334	0.774023	123	1	2.3905
LRRC19_choSartG00000056160	6	0.87971	0.8796	0.999988	14263	0	0	0.002052	0.005786	0.774023	124	2	1.7007
SRD5A2_choSartG00000006575	6	0.56873	0.64156	0.999988	9217	1	-0.93541	0.0020545	0.005791	0.774023	125	3	1.0716
HR_choSartG00000063381	6	0.66015	0.69295	0.999988	10174	1	-0.77026	0.0020657	0.0058185	0.774023	126	3	1.4143
CgPICR_019201_choSartG00000071979	6	0.91122	0.911	0.999988	15103	0	0	0.0020758	0.0058422	0.774023	127	3	1.1148
choSartG00000013571-INT_choSartG00000013571-INT	18	0.99371	0.99369	0.999988	17664	0	0	0.0020897	0.0085503	0.796383	128	5	1.2579
WASF3_choSartG00000019984	6	0.7072	0.72413	0.999988	10804	1	-0.6856	0.0020976	0.0059055	0.774023	129	2	1.5432
NA_choSartG00000021411	6	0.30867	0.44986	0.999988	6223	2	-1.0466	0.0021007	0.0059149	0.774023	130	2	1.5319
GAL3ST4_choSartG00000021639	6	0.96607	0.96616	0.999988	16689	0	0	0.0021067	0.0059259	0.774023	131	1	2.3507
CgPICR_005498_choSartG00000014741	6	0.78883	0.78972	0.999988	12201	1	-0.54361	0.0021483	0.0060608	0.774023	132	3	1.2703
NA_choSartG00000047376	6	0.74412	0.75155	0.999988	11370	1	-0.62469	0.0021544	0.0060784	0.774023	133	2	1.4522
NA_choSartG00000029970	6	0.82589	0.82592	0.999988	13007	0	0	0.0021576	0.0060911	0.774023	134	2	1.4601
TARS_choSartG00000006284	6	0.045633	0.11889	0.792169	2688	2	-2.5929	0.0021613	0.0060994	0.774023	135	1	2.3471
CgPICR_010369_choSartG00000017294	6	0.88993	0.88986	0.999988	14528	0	0	0.002191	0.0061853	0.774023	136	3	1.1269
CgPICR_009849_choSartG00000016432	6	0.21917	0.36312	0.999988	5140	1	-1.8624	0.0022085	0.0062371	0.774023	137	3	1.1105
ENV_choSartG00000063696	6	0.95223	0.95217	0.999988	16247	0	0	0.002216	0.0062596	0.774023	138	3	1.175
NA_choSartG00000007356	6	0.99788	0.99785	0.999988	17852	0	0	0.0022378	0.0063059	0.774023	139	3	1.387
CgPICR_018427_choSartG00000033168	6	0.5793	0.64695	0.999988	9317	1	-0.91791	0.0022507	0.0063384	0.774023	140	3	1.1022
GADD45A_choSartG00000044695	6	0.93717	0.93706	0.999988	15818	0	0	0.0022539	0.00635	0.774023	141	2	1.4906
TMEM108_choSartG00000024124	6	0.97564	0.97564	0.999988	16999	0	0	0.0022602	0.0063676	0.774023	142	3	1.3043
FGFRL1_choSartG00000036607	6	0.31573	0.45682	0.999988	6315	2	-0.92363	0.0022707	0.0063957	0.774023	143	1	2.3382
H2AFY2_choSartG00000057992	6	0.98862	0.98863	0.999988	17445	0	0	0.002284	0.0064265	0.774023	144	3	1.0829
GRAP_choSartG00000039032	6	0.58221	0.64848	0.999988	9339	1	-0.90658	0.0022963	0.0064579	0.774023	145	2	1.5265
SIPA1L2_choSartG00000066935	6	0.45251	0.58823	0.999988	8315	1	-1.1597	0.0022995	0.0064634	0.774023	146	3	1.101
SLC35C2_choSartG00000031581	6	0.90117	0.90109	0.999988	14820	0	0	0.0023019	0.0064667	0.774023	147	3	1.374
Non_targeting_Group_24	18	0.98644	0.98817	0.999988	17356	1	-0.59216	0.0023165	0.0094144	0.806368	148	5	1.095
SEC31B_choSartG00000068260	6	0.95903	0.95906	0.999988	16460	0	0	0.0023226	0.0065185	0.774023	149	2	1.4885
EMSY_choSartG00000069257	6	0.4941	0.60611	0.999988	8596	1	-1.0809	0.0023253	0.0065246	0.774023	150	1	2.3113
Non_targeting_Group_26	18	0.99876	0.99878	0.999988	17900	0	0	0.002331	0.0094645	0.806368	151	4	1.4136
NA_choSartG00000007681	6	0.19402	0.33914	0.999988	4911	1	-1.9796	0.00238	0.0066815	0.774023	152	2	1.7547
F10_choSartG00000059463	6	0.73792	0.74675	0.999988	11271	1	-0.63305	0.002399	0.0067388	0.774023	153	3	1.1221
PKM_choSartG00000059344	6	0.84942	0.84944	0.999988	13556	0	0	0.0024089	0.0067674	0.774023	154	3	1.2525
KCNAB1_choSartG00000052957	6	0.97956	0.97948	0.999988	17120	0	0	0.0024175	0.0067933	0.774023	155	3	1.1138
LAMP1_choSartG00000013856	6	0.99938	0.99939	0.999988	17937	0	0	0.0024262	0.0068198	0.774023	156	3	1.1834
CgPICR_010281_choSartG00000017568	6	0.68928	0.71177	0.999988	10541	1	-0.71334	0.0024291	0.0068291	0.774023	157	2	1.5066
STAM_choSartG00000015679	6	0.47127	0.5962	0.999988	8438	1	-1.1241	0.0024311	0.0068346	0.774023	158	3	1.2385
NA_choSartG00000018503	6	0.96766	0.96774	0.999988	16753	0	0	0.0024325	0.0068401	0.774023	159	2	1.5231
CgPICR_013823_choSartG00000044484	6	0.79648	0.79685	0.999988	12349	1	-0.5293	0.0024426	0.0068671	0.774023	160	2	1.4781
MORC4_choSartG00000048592	6	0.76108	0.76541	0.999988	11662	1	-0.58893	0.0024561	0.0069134	0.774023	161	2	1.5303
CCDC97_choSartG00000067400	6	0.73015	0.74081	0.999988	11158	1	-0.64235	0.0024893	0.0069966	0.774023	162	1	2.3097
AMZ1_choSartG00000019752	6	0.8216	0.82163	0.999988	12904	0	0	0.0025113	0.0070588	0.774023	163	3	1.3409
NA_choSartG00000064385	6	0.95487	0.95488	0.999988	16335	0	0	0.0025228	0.0070918	0.774023	164	3	1.1977
KLHL22_choSartG00000019494	6	0.13961	0.27765	0.999988	4274	2	-1.4369	0.0025266	0.0070974	0.774023	165	3	1.0881
Non_targeting_Group_8	18	0.99402	0.99397	0.999988	17675	0	0	0.0025371	0.010239	0.823617	166	3	1.6704
FAM222B_choSartG00000030671	6	0.75859	0.76335	0.999988	11611	1	-0.59007	0.002538	0.0071271	0.774023	167	3	1.2995
PRUNE2_choSartG00000010335	6	0.84259	0.84274	0.999988	13400	0	0	0.002544	0.0071392	0.774023	168	1	2.2961
NXF2_choSartG00000048728	6	0.93628	0.93616	0.999988	15797	0	0	0.0025572	0.0071833	0.774023	169	3	1.0511
CgPICR_016774_choSartG00000029942	6	0.99737	0.99735	0.999988	17830	0	0	0.0025725	0.0072328	0.774023	170	2	1.5099
SGCG_choSartG00000058965	6	0.8488	0.84885	0.999988	13538	0	0	0.0026114	0.0073386	0.774023	171	3	1.2421
PRRC2A_choSartG00000051130	6	0.69757	0.7174	0.999988	10651	1	-0.70431	0.0026205	0.007359	0.774023	172	3	1.0575
NA_choSartG00000046720	6	0.85556	0.85545	0.999988	13706	0	0	0.0026211	0.0073601	0.774023	173	2	1.6289
CgPICR_016749_choSartG00000048578	6	0.7548	0.76023	0.999988	11540	1	-0.6007	0.0026491	0.0074399	0.774023	174	2	1.8297
EIF1_choSartG00000036100	6	0.53807	0.62642	0.999988	8946	1	-0.99442	0.0026526	0.0074476	0.774023	175	2	1.6753
LILRB3_choSartG00000046336	6	0.84757	0.84762	0.999988	13510	0	0	0.0026533	0.0074487	0.774023	176	2	1.7729
ZDHHC20_choSartG00000063001	6	0.97012	0.97022	0.999988	16821	0	0	0.0027079	0.0076057	0.776845	177	2	1.8485
EFNB2_choSartG00000065954	6	0.99819	0.99815	0.999988	17868	0	0	0.0027086	0.0076057	0.776845	178	3	1.2124
PPP2R5A_choSartG00000029297	6	0.93531	0.93519	0.999988	15766	0	0	0.0027272	0.0076619	0.776845	179	3	1.112
EBF3_choSartG00000038345	6	0.97297	0.97298	0.999988	16909	0	0	0.0027366	0.0076795	0.776845	180	3	1.1988
CHMP5_choSartG00000003733	6	0.41119	0.55181	0.999988	7719	2	-0.59308	0.0027625	0.007745	0.776845	181	1	2.2791
MTFR2_choSartG00000059887	6	0.23517	0.37854	0.999988	5328	2	-1.3007	0.0027733	0.0077753	0.776845	182	2	1.479
GPC4_choSartG00000063944	6	0.84783	0.8479	0.999988	13514	0	0	0.0027913	0.0078216	0.776845	183	2	1.4676
ATXN7L3_choSartG00000041159	6	0.075985	0.1721	0.975644	3157	1	-3.1136	0.0028172	0.0079009	0.78041	184	2	1.6927
RBM46_choSartG00000052726	6	0.99351	0.99349	0.999988	17648	0	0	0.0028669	0.0080111	0.783819	185	3	1.3829
TECPR2_choSartG00000030339	6	0.96617	0.96626	0.999988	16696	0	0	0.0028718	0.0080226	0.783819	186	1	2.2277
TMEM68_choSartG00000003429	6	0.95858	0.95861	0.999988	16443	0	0	0.0029265	0.008173	0.794193	187	2	1.6359
Non_targeting_Group_94	18	0.84305	0.94094	0.999988	13412	1	-1.1431	0.0029313	0.011766	0.827564	188	4	1.4273
SMAD9_choSartG00000053134	6	0.49042	0.60451	0.999988	8567	1	-1.0883	0.0029728	0.0083052	0.796383	189	3	1.0622
NA_choSartG00000028792	6	0.68292	0.70757	0.999988	10456	1	-0.72584	0.0029811	0.0083244	0.796383	190	1	2.1965
SMURF1_choSartG00000008215	6	0.87622	0.87616	0.999988	14179	0	0	0.0029912	0.0083487	0.796383	191	3	1.0699
HOXB3_choSartG00000040760	6	0.78181	0.78335	0.999988	12054	1	-0.55125	0.0030357	0.0084687	0.796383	192	1	2.2243
YWHAB_choSartG00000031686	6	0.99729	0.99728	0.999988	17825	0	0	0.0030674	0.0085552	0.796383	193	2	1.5207
TRAF7_choSartG00000052836	6	0.3078	0.449	0.999988	6212	1	-1.5409	0.0030942	0.0086334	0.796383	194	3	1.1549
GPR150_choSartG00000005499	6	0.98616	0.98618	0.999988	17346	0	0	0.0031	0.0086505	0.796383	195	3	1.3197
CYP2A8_choSartG00000067362	6	0.96304	0.96314	0.999988	16603	0	0	0.0031015	0.0086532	0.796383	196	3	1.0912
CLCA2_choSartG00000050898	6	0.70489	0.72254	0.999988	10771	1	-0.69028	0.0031089	0.0086681	0.796383	197	2	1.5888
TNS2_choSartG00000007937	6	0.90343	0.90333	0.999988	14877	0	0	0.003145	0.0087617	0.796383	198	1	2.1686
AFF2_choSartG00000047926	6	0.94024	0.9401	0.999988	15909	0	0	0.003148	0.0087711	0.796383	199	3	1.3127
PLAUR_choSartG00000071490	6	0.69623	0.71645	0.999988	10634	1	-0.7054	0.003166	0.0088091	0.796383	200	2	1.7154
NA_choSartG00000045642	6	0.99705	0.99704	0.999988	17813	0	0	0.00317	0.0088157	0.796383	201	3	1.2953
Non_targeting_Group_9	18	0.99932	0.99934	0.999988	17934	0	0	0.0031719	0.012663	0.827564	202	4	1.2279
choSartG00000030766-INT_choSartG00000030766-INT	18	0.6997	0.87706	0.999988	10683	3	-0.71487	0.0031933	0.012744	0.827564	203	5	1.074
OLFM4_choSartG00000012550	6	0.79654	0.79692	0.999988	12350	1	-0.52726	0.0031936	0.0088719	0.79745	204	3	1.0937
NA_choSartG00000008227	6	0.26697	0.40919	0.999988	5683	1	-1.6787	0.0032261	0.0089606	0.801414	205	3	1.1982
CCDC37_choSartG00000043937	6	0.94928	0.94917	0.999988	16158	0	0	0.0032829	0.0090894	0.806368	206	3	1.0377
