id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CgPICR_000061_choSartG00000070062	6	2.8264e-08	2.7538e-07	9.3e-05	31	6	-1.6428	1.0	1.0	1.0	17954	0	0
DDX55_choSartG00000021009	6	2.8348e-08	2.7538e-07	9.3e-05	32	6	-1.8057	1.0	1.0	1.0	17953	0	0
POLR2I_choSartG00000065863	6	2.8801e-08	2.7538e-07	9.3e-05	33	6	-2.1624	1.0	1.0	1.0	17952	0	0
RAD51_choSartG00000033382	6	3.1217e-08	2.7538e-07	9.3e-05	34	6	-1.7062	1.0	1.0	1.0	17951	0	0
RPL11_choSartG00000001112	6	3.611e-08	2.7538e-07	9.3e-05	35	6	-1.6522	1.0	1.0	1.0	17950	0	0
NA_choSartG00000054658	6	3.8994e-08	2.7538e-07	9.3e-05	36	6	-2.3494	1.0	1.0	1.0	17949	0	0
CgPICR_022880_choSartG00000067626	6	4.3394e-08	2.7538e-07	9.3e-05	37	6	-2.4865	1.0	1.0	1.0	17944	0	0
YARS2_choSartG00000019576	6	4.3897e-08	2.7538e-07	9.3e-05	38	6	-2.0673	1.0	1.0	1.0	17691	0	0
PCNA_choSartG00000032846	6	4.6707e-08	2.7538e-07	9.3e-05	39	6	-1.707	1.0	1.0	1.0	17948	0	0
CgPICR_009874_choSartG00000016374	6	4.7955e-08	2.7538e-07	9.3e-05	40	6	-2.0042	1.0	1.0	1.0	17819	0	0
CgPICR_009874_choSartG00000016377	6	4.7955e-08	2.7538e-07	9.3e-05	41	6	-2.0042	1.0	1.0	1.0	17818	0	0
CgPICR_018294_choSartG00000043588	6	5.0223e-08	2.7538e-07	9.3e-05	42	6	-2.0143	1.0	1.0	1.0	17947	0	0
NA_choSartG00000036731	6	5.0399e-08	2.7538e-07	9.3e-05	43	6	-2.21	1.0	1.0	1.0	17854	0	0
RPL27_choSartG00000039779	6	5.5218e-08	2.7538e-07	9.3e-05	44	6	-2.1411	1.0	1.0	1.0	17946	0	0
HOXB9_choSartG00000067540	6	5.7428e-08	2.7538e-07	9.3e-05	45	6	-2.207	1.0	1.0	1.0	17918	0	0
HOXB9_choSartG00000065934	6	5.7428e-08	2.7538e-07	9.3e-05	46	6	-2.207	1.0	1.0	1.0	17920	0	0
HOXB9_choSartG00000069673	6	5.7428e-08	2.7538e-07	9.3e-05	47	6	-2.207	1.0	1.0	1.0	17919	0	0
NA_choSartG00000005829	6	5.8481e-08	2.7538e-07	9.3e-05	48	6	-2.3411	1.0	1.0	1.0	17945	0	0
RPF2_choSartG00000065528	6	5.8997e-08	2.7538e-07	9.3e-05	49	6	-2.0463	1.0	1.0	1.0	17943	0	0
DNAJC9_choSartG00000066150	6	6.7203e-08	2.7538e-07	9.3e-05	50	6	-1.7234	1.0	1.0	1.0	17942	0	0
CgPICR_010640_choSartG00000067276	6	6.8542e-08	2.7538e-07	9.3e-05	51	6	-1.4411	1.0	1.0	1.0	17941	0	0
RPL19_choSartG00000040903	6	7.5828e-08	2.7538e-07	9.3e-05	52	6	-1.9942	1.0	1.0	1.0	17940	0	0
MRPL57_choSartG00000062999	6	7.6533e-08	2.7538e-07	9.3e-05	53	6	-1.4305	1.0	1.0	1.0	17939	0	0
MYBBP1A_choSartG00000039519	6	8.0408e-08	5.5076e-07	0.000183	54	6	-1.4653	1.0	1.0	1.0	17938	0	0
NA_choSartG00000013459	6	8.5075e-08	8.2614e-07	0.000198	55	6	-2.3746	1.0	1.0	1.0	17937	0	0
ATP6V0C_choSartG00000037888	6	8.5638e-08	8.2614e-07	0.000198	56	6	-2.1109	1.0	1.0	1.0	17936	0	0
RPL18_choSartG00000036422	6	8.9604e-08	8.2614e-07	0.000198	57	6	-1.8959	1.0	1.0	1.0	17927	0	0
CgPICR_011333_choSartG00000043503	6	9.0482e-08	8.2614e-07	0.000198	58	6	-1.764	1.0	1.0	1.0	17935	0	0
COX6C2_choSartG00000047122	6	9.1556e-08	8.2614e-07	0.000198	59	6	-2.0236	1.0	1.0	1.0	17880	0	0
HCFC1_choSartG00000047779	6	9.5319e-08	8.2614e-07	0.000198	60	6	-1.6192	1.0	1.0	1.0	17934	0	0
NA_choSartG00000066241	6	9.7188e-08	8.2614e-07	0.000198	61	6	-2.5753	1.0	1.0	1.0	17933	0	0
BIRC5_choSartG00000041898	6	1.0077e-07	8.2614e-07	0.000198	62	6	-1.9963	1.0	1.0	1.0	17932	0	0
CgPICR_011969_choSartG00000042023	6	1.0086e-07	8.2614e-07	0.000198	63	6	-1.6946	1.0	1.0	1.0	17931	0	0
SMG5_choSartG00000052547	6	1.0464e-07	8.2614e-07	0.000198	64	6	-1.5242	1.0	1.0	1.0	17930	0	0
PRAMEF12_choSartG00000061409	6	1.1533e-07	8.2614e-07	0.000198	65	6	-1.7615	1.0	1.0	1.0	17929	0	0
NOL10_choSartG00000037218	6	1.1679e-07	8.2614e-07	0.000198	66	6	-1.4395	1.0	1.0	1.0	17928	0	0
EEF1A1_choSartG00000019372	6	1.2003e-07	8.2614e-07	0.000198	67	6	-1.7881	1.0	1.0	1.0	17926	0	0
CgPICR_018701_choSartG00000040949	6	1.2421e-07	8.2614e-07	0.000198	68	6	-1.8684	1.0	1.0	1.0	17925	0	0
BUB1B_choSartG00000033421	6	1.2781e-07	8.2614e-07	0.000198	69	6	-1.863	1.0	1.0	1.0	17924	0	0
PSMD6_choSartG00000061723	6	1.2908e-07	8.2614e-07	0.000198	70	6	-2.0597	1.0	1.0	1.0	17907	0	0
MRPL20_choSartG00000000046	6	1.3048e-07	8.2614e-07	0.000198	71	6	-2.0672	0.99999	0.99999	1.0	17633	0	0
CCT5_choSartG00000006486	6	1.3148e-07	8.2614e-07	0.000198	72	6	-1.6727	1.0	1.0	1.0	17874	0	0
AARS_choSartG00000015275	6	1.3622e-07	8.2614e-07	0.000198	73	6	-1.5349	1.0	1.0	1.0	17923	0	0
POLR2B_choSartG00000061120	6	1.4033e-07	8.2614e-07	0.000198	74	6	-1.7871	1.0	1.0	1.0	17922	0	0
EIF2B5_choSartG00000019284	6	1.4377e-07	1.1015e-06	0.000261	75	6	-1.7244	1.0	1.0	1.0	17921	0	0
NA_choSartG00000026485	6	1.5252e-07	1.3769e-06	0.000312	76	6	-1.9584	1.0	1.0	1.0	17906	0	0
DNM2_choSartG00000072188	6	1.5344e-07	1.3769e-06	0.000312	77	6	-1.9018	1.0	1.0	1.0	17868	0	0
XAB2_choSartG00000020214	6	1.7783e-07	1.9277e-06	0.000312	78	6	-1.5657	1.0	1.0	1.0	17916	0	0
CUL3_choSartG00000008861	6	1.7796e-07	1.9277e-06	0.000312	79	6	-1.5641	1.0	1.0	1.0	17915	0	0
PSMD11_choSartG00000040113	6	1.815e-07	1.9277e-06	0.000312	80	6	-1.9744	1.0	1.0	1.0	17914	0	0
TOP3A_choSartG00000038972	6	1.8402e-07	1.9277e-06	0.000312	81	6	-1.9373	1.0	1.0	1.0	17913	0	0
HMBS_choSartG00000022603	6	1.8658e-07	1.9277e-06	0.000312	82	6	-1.6777	1.0	1.0	1.0	17912	0	0
CgPICR_022926_choSartG00000068706	6	1.893e-07	1.9277e-06	0.000312	83	6	-1.4412	1.0	1.0	1.0	17911	0	0
CgPICR_021337_choSartG00000055867	6	1.9288e-07	1.9277e-06	0.000312	84	6	-2.3155	1.0	1.0	1.0	17910	0	0
CgPICR_009350_choSartG00000013261	6	1.9526e-07	1.9277e-06	0.000312	85	6	-1.5136	1.0	1.0	1.0	17909	0	0
NA_choSartG00000067603	6	1.984e-07	1.9277e-06	0.000312	86	5	-2.6026	0.99864	0.99861	1.0	16593	0	0
HMGB1_choSartG00000064735	6	2.0293e-07	1.9277e-06	0.000312	87	6	-1.7917	1.0	1.0	1.0	17723	0	0
HMGB1_choSartG00000064730	6	2.0293e-07	1.9277e-06	0.000312	88	6	-1.7917	1.0	1.0	1.0	17722	0	0
HMGB1_choSartG00000066310	6	2.0293e-07	1.9277e-06	0.000312	89	6	-1.7917	1.0	1.0	1.0	17724	0	0
SMU1_choSartG00000071258	6	2.0325e-07	1.9277e-06	0.000312	90	6	-1.9379	1.0	1.0	1.0	17908	0	0
PSMD14_choSartG00000034925	6	2.0349e-07	1.9277e-06	0.000312	91	6	-2.0218	0.99999	0.99999	1.0	17580	0	0
MCM7_choSartG00000021656	6	2.1137e-07	1.9277e-06	0.000312	92	6	-1.5437	1.0	1.0	1.0	17905	0	0
TCEB3B_choSartG00000046676	6	2.1463e-07	1.9277e-06	0.000312	93	6	-2.1317	0.99998	0.99998	1.0	17504	0	0
NA_choSartG00000014876	4	2.1759e-07	8.2614e-07	0.000198	94	4	-2.7556	0.99998	0.99998	1.0	17559	0	0
MTOR_choSartG00000000533	6	2.3034e-07	1.9277e-06	0.000312	95	6	-1.7858	1.0	1.0	1.0	17904	0	0
NPEPPS_choSartG00000040827	6	2.3752e-07	1.9277e-06	0.000312	96	6	-1.6286	1.0	1.0	1.0	17903	0	0
TERF2_choSartG00000015127	6	2.3818e-07	1.9277e-06	0.000312	97	6	-1.913	1.0	1.0	1.0	17902	0	0
HSPA5_choSartG00000036051	6	2.3951e-07	1.9277e-06	0.000312	98	6	-1.6211	1.0	1.0	1.0	17901	0	0
CRNKL1_choSartG00000032428	6	2.4224e-07	1.9277e-06	0.000312	99	6	-1.8195	0.99993	0.99993	1.0	17312	0	0
NA_choSartG00000071688	6	2.492e-07	1.9277e-06	0.000312	100	6	-2.1943	1.0	1.0	1.0	17799	0	0
GTPBP3_choSartG00000056682	6	2.5454e-07	1.9277e-06	0.000312	101	6	-1.6397	1.0	1.0	1.0	17900	0	0
PRPF38B_choSartG00000051577	6	2.5895e-07	1.9277e-06	0.000312	102	6	-1.7628	1.0	1.0	1.0	17899	0	0
PPAN_choSartG00000072132	6	2.5968e-07	1.9277e-06	0.000312	103	6	-1.9515	0.99994	0.99994	1.0	17329	0	0
MYCB_choSartG00000047488	6	2.638e-07	1.9277e-06	0.000312	104	5	-2.0635	0.76709	0.76731	1.0	11510	0	0
NHP2_choSartG00000038553	6	2.7535e-07	1.9277e-06	0.000312	105	6	-1.4807	1.0	1.0	1.0	17898	0	0
PSMD12_choSartG00000041402	6	2.7892e-07	1.9277e-06	0.000312	106	6	-1.4363	1.0	1.0	1.0	17897	0	0
GRWD1_choSartG00000036434	6	2.8141e-07	1.9277e-06	0.000312	107	6	-1.6944	1.0	1.0	1.0	17727	0	0
PCYT2_choSartG00000042138	6	2.8734e-07	1.9277e-06	0.000312	108	6	-1.841	1.0	1.0	1.0	17896	0	0
ACACB_choSartG00000040255	6	2.8968e-07	1.9277e-06	0.000312	109	6	-1.8116	1.0	1.0	1.0	17895	0	0
MRPL54_choSartG00000028480	6	2.9272e-07	1.9277e-06	0.000312	110	6	-1.6487	0.99999	1.0	1.0	17687	0	0
EFTUD2_choSartG00000041121	6	3.0953e-07	2.4784e-06	0.000348	111	6	-1.8217	1.0	1.0	1.0	17894	0	0
CAD_choSartG00000036874	6	3.1969e-07	2.4784e-06	0.000348	112	6	-1.6078	0.99998	0.99998	1.0	17503	0	0
CHMP6_choSartG00000042060	6	3.1977e-07	2.4784e-06	0.000348	113	6	-1.4817	1.0	1.0	1.0	17893	0	0
VARS_choSartG00000070314	6	3.2253e-07	2.4784e-06	0.000348	114	6	-1.4558	1.0	1.0	1.0	17892	0	0
NA_choSartG00000001816	6	3.2617e-07	2.4784e-06	0.000348	115	6	-1.5615	1.0	1.0	1.0	17891	0	0
UROD_choSartG00000002217	6	3.2757e-07	2.4784e-06	0.000348	116	6	-1.7592	0.99999	0.99999	1.0	17568	0	0
MRPL41_choSartG00000035268	6	3.5495e-07	2.4784e-06	0.000348	117	6	-1.6584	1.0	1.0	1.0	17890	0	0
UTP15_choSartG00000005055	6	3.6288e-07	2.4784e-06	0.000348	118	6	-1.6153	1.0	1.0	1.0	17889	0	0
KANSL1_choSartG00000041272	6	3.6595e-07	2.4784e-06	0.000348	119	6	-1.8923	1.0	1.0	1.0	17888	0	0
PPM1M_choSartG00000024189	6	3.6737e-07	2.4784e-06	0.000348	120	6	-1.569	1.0	1.0	1.0	17887	0	0
CgPICR_001425_choSartG00000032930	6	3.8236e-07	2.4784e-06	0.000348	121	6	-1.5463	1.0	1.0	1.0	17886	0	0
OGFR_choSartG00000067503	6	3.888e-07	2.4784e-06	0.000348	122	6	-1.881	1.0	1.0	1.0	17885	0	0
ABT1_choSartG00000016336	6	3.918e-07	2.4784e-06	0.000348	123	6	-1.5355	1.0	1.0	1.0	17884	0	0
CDK12_choSartG00000040915	6	4.0143e-07	2.4784e-06	0.000348	124	6	-1.7305	1.0	1.0	1.0	17883	0	0
AQR_choSartG00000033510	6	4.0709e-07	2.4784e-06	0.000348	125	6	-1.9833	1.0	1.0	1.0	17882	0	0
ZC3HAV1_choSartG00000052951	6	4.0839e-07	2.4784e-06	0.000348	126	6	-1.788	1.0	1.0	1.0	17881	0	0
CgPICR_020636_choSartG00000046484	6	4.165e-07	2.4784e-06	0.000348	127	6	-1.6257	1.0	1.0	1.0	17879	0	0
CgPICR_014398_choSartG00000052228	6	4.1862e-07	2.7538e-06	0.000384	128	6	-1.734	1.0	1.0	1.0	17878	0	0
SNRNP25_choSartG00000038083	6	4.261e-07	3.0292e-06	0.000416	129	6	-1.4901	1.0	1.0	1.0	17877	0	0
RNPC3_choSartG00000051538	6	4.3069e-07	3.0292e-06	0.000416	130	6	-1.5606	1.0	1.0	1.0	17876	0	0
CgPICR_009653_choSartG00000011260	6	4.378e-07	3.5799e-06	0.000484	131	6	-1.6772	1.0	1.0	1.0	17875	0	0
TRIM43B_choSartG00000072264	4	4.4937e-07	1.3769e-06	0.000312	132	4	-1.9973	1.0	1.0	1.0	17873	0	0
PSMB1_choSartG00000005439	6	4.6114e-07	4.1307e-06	0.000519	133	6	-1.8719	1.0	1.0	1.0	17872	0	0
ELP3_choSartG00000063214	6	4.6142e-07	4.1307e-06	0.000519	134	6	-1.5632	1.0	1.0	1.0	17871	0	0
NA_choSartG00000039115	6	4.6895e-07	4.1307e-06	0.000519	135	6	-1.4888	1.0	1.0	1.0	17870	0	0
PPIA_choSartG00000032982	6	4.773e-07	4.1307e-06	0.000519	136	5	-2.1363	0.25278	0.37987	1.0	6317	1	0.75244
CDC45_choSartG00000019406	6	4.8281e-07	4.1307e-06	0.000519	137	6	-1.6795	1.0	1.0	1.0	17869	0	0
RPS14_choSartG00000003929	6	4.9918e-07	4.1307e-06	0.000519	138	5	-2.2299	0.98118	0.98112	1.0	15351	0	0
NAE1_choSartG00000014956	6	5.0131e-07	4.1307e-06	0.000519	139	6	-1.5637	1.0	1.0	1.0	17867	0	0
ANAPC10_choSartG00000014212	6	5.1881e-07	4.6814e-06	0.000519	140	6	-1.8577	1.0	1.0	1.0	17797	0	0
CDC23_choSartG00000004594	6	5.261e-07	4.6814e-06	0.000519	141	6	-1.9285	0.99996	0.99996	1.0	17394	0	0
RPL30_choSartG00000047167	6	5.3291e-07	4.6814e-06	0.000519	142	6	-1.7682	1.0	1.0	1.0	17866	0	0
PAK2_choSartG00000018932	6	5.3878e-07	4.6814e-06	0.000519	143	6	-1.8853	1.0	1.0	1.0	17865	0	0
GTF2A2_choSartG00000023386	6	5.4436e-07	4.6814e-06	0.000519	144	6	-1.6139	1.0	1.0	1.0	17864	0	0
RPS20_choSartG00000003418	6	5.4734e-07	4.6814e-06	0.000519	145	6	-1.9386	1.0	1.0	1.0	17863	0	0
MRPS23_choSartG00000040452	6	5.5467e-07	4.6814e-06	0.000519	146	6	-1.2003	1.0	1.0	1.0	17862	0	0
GNL2_choSartG00000001803	6	5.5702e-07	4.6814e-06	0.000519	147	6	-1.452	1.0	1.0	1.0	17861	0	0
NDUFA13_choSartG00000056828	6	5.7158e-07	4.6814e-06	0.000519	148	5	-1.8266	0.99926	0.99927	1.0	16775	0	0
RPE_choSartG00000008525	6	5.8277e-07	4.6814e-06	0.000519	149	6	-1.5601	1.0	1.0	1.0	17759	0	0
VCP_choSartG00000071177	6	5.9897e-07	4.6814e-06	0.000519	150	6	-1.8574	1.0	1.0	1.0	17860	0	0
RAD1_choSartG00000006257	6	6.1528e-07	4.6814e-06	0.000519	151	6	-1.9586	1.0	1.0	1.0	17789	0	0
UBL4A_choSartG00000043656	6	6.1743e-07	4.6814e-06	0.000519	152	6	-1.3593	1.0	1.0	1.0	17859	0	0
IMPDH2_choSartG00000024351	6	6.2784e-07	4.6814e-06	0.000519	153	5	-2.5936	0.99813	0.99808	1.0	16499	0	0
CgPICR_010749_choSartG00000060367	6	6.3324e-07	4.6814e-06	0.000519	154	5	-2.2096	0.99888	0.99886	1.0	16651	0	0
MAX_choSartG00000029234	6	6.3704e-07	4.6814e-06	0.000519	155	6	-1.7662	0.99998	0.99998	1.0	17546	0	0
DDX5_choSartG00000041371	6	6.439e-07	4.6814e-06	0.000519	156	6	-1.6923	1.0	1.0	1.0	17858	0	0
CgPICR_006011_choSartG00000022223	6	6.4707e-07	4.6814e-06	0.000519	157	6	-1.6683	0.99996	0.99996	1.0	17413	0	0
NA_choSartG00000032014	6	6.4779e-07	4.6814e-06	0.000519	158	6	-1.6355	0.99999	0.99999	1.0	17591	0	0
NA_choSartG00000004833	6	6.4847e-07	4.6814e-06	0.000519	159	6	-1.617	1.0	1.0	1.0	17857	0	0
UBA1_choSartG00000050588	6	6.5345e-07	4.6814e-06	0.000519	160	6	-1.5936	1.0	1.0	1.0	17856	0	0
NA_choSartG00000058580	6	6.7071e-07	5.2322e-06	0.000523	161	6	-1.9828	0.99998	0.99998	1.0	17505	0	0
UBE2G2_choSartG00000057475	6	6.7882e-07	5.2322e-06	0.000523	162	6	-1.2242	1.0	1.0	1.0	17855	0	0
SREBF2_choSartG00000007231	6	6.9e-07	5.2322e-06	0.000523	163	6	-1.5905	1.0	1.0	1.0	17853	0	0
RPS2_choSartG00000065631	6	6.9242e-07	5.2322e-06	0.000523	164	6	-1.8818	1.0	1.0	1.0	17852	0	0
MIS18BP1_choSartG00000029531	6	6.9403e-07	5.2322e-06	0.000523	165	6	-1.7542	1.0	1.0	1.0	17851	0	0
NA_choSartG00000060959	6	6.9444e-07	5.2322e-06	0.000523	166	6	-1.5372	1.0	1.0	1.0	17850	0	0
PPP1R8_choSartG00000001357	6	6.9604e-07	5.2322e-06	0.000523	167	6	-1.5722	0.99997	0.99997	1.0	17476	0	0
MRPL43_choSartG00000068214	6	7.0419e-07	5.2322e-06	0.000523	168	6	-1.906	1.0	1.0	1.0	17849	0	0
DHX30_choSartG00000024407	6	7.1365e-07	5.2322e-06	0.000523	169	6	-1.2993	1.0	1.0	1.0	17848	0	0
E4F1_choSartG00000037913	6	7.1572e-07	5.2322e-06	0.000523	170	6	-1.3117	1.0	1.0	1.0	17847	0	0
EIF2B4_choSartG00000036863	6	7.2908e-07	5.2322e-06	0.000523	171	6	-1.5001	1.0	1.0	1.0	17846	0	0
AKIRIN2_choSartG00000002685	6	7.3987e-07	5.2322e-06	0.000523	172	5	-2.1746	0.99831	0.99827	1.0	16525	0	0
CLUH_choSartG00000039624	6	7.4266e-07	5.2322e-06	0.000523	173	6	-1.6449	1.0	1.0	1.0	17845	0	0
PSMB5_choSartG00000062794	6	7.5168e-07	5.2322e-06	0.000523	174	6	-1.9243	1.0	1.0	1.0	17844	0	0
UHRF1_choSartG00000027740	6	7.7485e-07	5.2322e-06	0.000523	175	6	-1.3447	1.0	1.0	1.0	17843	0	0
MCAT_choSartG00000007308	6	7.8152e-07	5.2322e-06	0.000523	176	6	-1.4925	1.0	1.0	1.0	17842	0	0
RNF216_choSartG00000046078	6	8.0774e-07	5.2322e-06	0.000523	177	6	-2.2367	1.0	1.0	1.0	17841	0	0
NA_choSartG00000014118	6	8.2271e-07	5.2322e-06	0.000523	178	5	-2.6423	0.01548	0.048704	0.595625	1471	1	1.1375
SMAD1_choSartG00000065968	6	8.2766e-07	5.783e-06	0.00055	179	6	-1.7636	1.0	1.0	1.0	17840	0	0
CgPICR_016323_choSartG00000017958	6	8.2859e-07	5.783e-06	0.00055	180	6	-1.4385	1.0	1.0	1.0	17839	0	0
SRSF3_choSartG00000057198	6	8.4084e-07	5.783e-06	0.00055	181	6	-2.1976	1.0	1.0	1.0	17838	0	0
MRPS34_choSartG00000037967	6	8.4209e-07	5.783e-06	0.00055	182	6	-1.8643	0.99996	0.99996	1.0	17420	0	0
PPRC1_choSartG00000068152	6	8.5084e-07	5.783e-06	0.00055	183	6	-1.2012	1.0	1.0	1.0	17837	0	0
TUBG2_choSartG00000039745	6	8.5911e-07	5.783e-06	0.00055	184	6	-1.5446	0.99998	0.99998	1.0	17517	0	0
SEPHS2_choSartG00000011786	6	8.5998e-07	5.783e-06	0.00055	185	6	-1.7973	1.0	1.0	1.0	17836	0	0
BUB3_choSartG00000011610	6	8.7e-07	5.783e-06	0.00055	186	5	-2.0833	0.99606	0.99603	1.0	16206	0	0
GLRX5_choSartG00000030701	6	8.8478e-07	6.3337e-06	0.000596	187	6	-1.7914	0.99998	0.99998	1.0	17531	0	0
HUWE1_choSartG00000049944	6	8.9585e-07	6.3337e-06	0.000596	188	6	-1.4194	0.99999	0.99999	1.0	17640	0	0
EIF1AD_choSartG00000010909	6	9.1468e-07	6.8845e-06	0.000628	189	6	-1.6823	1.0	1.0	1.0	17832	0	0
UBA2_choSartG00000045759	6	9.1755e-07	6.8845e-06	0.000628	190	6	-1.9235	1.0	1.0	1.0	17835	0	0
MED20_choSartG00000057039	6	9.1959e-07	6.8845e-06	0.000628	191	6	-1.6666	1.0	1.0	1.0	17834	0	0
CgPICR_013023_choSartG00000028467	6	9.2326e-07	6.8845e-06	0.000628	192	6	-1.6733	0.99997	0.99997	1.0	17452	0	0
PSMA2_choSartG00000016069	6	9.4333e-07	6.8845e-06	0.000628	193	6	-1.744	1.0	1.0	1.0	17833	0	0
PES1_choSartG00000006726	6	9.8314e-07	7.4352e-06	0.000668	194	6	-1.8937	1.0	1.0	1.0	17831	0	0
NA_choSartG00000042246	6	9.9016e-07	7.4352e-06	0.000668	195	6	-2.0002	0.99999	0.99999	1.0	17579	0	0
PPWD1_choSartG00000005799	6	9.9454e-07	7.4352e-06	0.000668	196	6	-1.58	1.0	1.0	1.0	17830	0	0
POLRMT_choSartG00000028297	6	1.0044e-06	7.986e-06	0.000687	197	6	-1.6318	1.0	1.0	1.0	17829	0	0
NA_choSartG00000020964	6	1.0064e-06	7.986e-06	0.000687	198	6	-1.5324	0.9999	0.9999	1.0	17232	0	0
ARIH2_choSartG00000022951	6	1.0099e-06	7.986e-06	0.000687	199	6	-1.4667	1.0	1.0	1.0	17828	0	0
SEPSECS_choSartG00000060699	6	1.0138e-06	7.986e-06	0.000687	200	6	-1.1915	1.0	1.0	1.0	17827	0	0
SBDS_choSartG00000021223	6	1.0255e-06	7.986e-06	0.000687	201	6	-1.9089	1.0	1.0	1.0	17826	0	0
NDUFS8_choSartG00000011035	6	1.0283e-06	7.986e-06	0.000687	202	6	-1.2883	1.0	1.0	1.0	17825	0	0
DHPS_choSartG00000014311	6	1.0292e-06	7.986e-06	0.000687	203	5	-1.8056	0.69757	0.70283	1.0	10610	1	0.48914
CgPICR_000541_choSartG00000008983	6	1.0328e-06	7.986e-06	0.000687	204	6	-1.604	1.0	1.0	1.0	17824	0	0
